circulating_supply,ID,last_updated,max_supply,name,market_cap,percent_change_1h,percent_change_24h,percent_change_7d,price,volume_24h,rank,symbol,total_supply,website_slug
36914349.0,1967,1527573564,,Indorse Token,1936398.0,-0.35,-2.73,-18.67,0.0524565,124393.0,776,IND,170622047.0,indorse-token
33390496.0,1483,1527573554,,vSlice,1901625.0,-0.16,-22.63,-38.9,0.0569511,2933.45,777,VSL,33390496.0,vslice
2209424594.0,2065,1527573565,,XGOX,1900368.0,-1.41,-3.89,-34.65,0.000860119,6406.46,778,XGOX,2462839938.0,xgox
39722531.0,2710,1527573580,,Live Stars,1900282.0,-0.16,4.83,-38.19,0.0478389,76748.9,779,LIVE,54722996.0,live-stars
354819.0,2330,1527573571,,Pylon Network,1878527.0,-2.25,-8.86,-16.59,5.29432,37218.7,780,PYLNT,633858.0,pylon-network
3884635.0,659,1527573548,,Bitswift,1877452.0,1.02,-0.77,-28.22,0.483302,8016.41,781,SWIFT,3884635.0,bitswift
9245279.0,2311,1527573571,,Ace,1863784.0,-0.42,-6.33,-24.27,0.201593,34457.9,782,ACE,14476036.0,ace
22866550.0,130,1527573543,,HunterCoin,1857372.0,0.26,-6.93,-32.44,0.0812266,5577.5,783,HUC,22866550.0,huntercoin
31250497.0,2237,1527573570,,EventChain,1849423.0,4.62,10.31,-10.82,0.0591806,22197.2,784,EVC,84000000.0,eventchain
81055182.0,2749,1527573581,,Signals Network,1842538.0,-0.77,-10.09,-29.13,0.0227319,201110.0,785,SGN,185000000.0,signals-network
8054607.0,629,1527573545,,Magi,1840494.0,0.79,-1.08,-18.7,0.228502,16993.8,786,XMG,8054607.0,magi
13600388.0,1503,1527573555,,Darcrus,1810864.0,0.04,-15.58,-31.04,0.133148,659.857,787,DAR,13600388.0,darcrus
397300.0,1762,1527573559,5000000.0,Ergo,1808081.0,0.95,2.0,-11.8,4.55092,638147.0,788,EFYT,5000000.0,ergo
10678991.0,1852,1527573561,21000000.0,KekCoin,1799453.0,-0.16,33.06,5.49,0.168504,5679.96,789,KEK,11678991.0,kekcoin
1250.0,1841,1527573560,1250.0,Primalbase Token,1784538.0,-0.37,-3.68,-31.6,1427.63,429134.0,790,PBT,1250.0,primalbase
70666779.0,2352,1527573571,,Coinlancer,1782647.0,-0.05,1.33,6.83,0.0252261,23261.4,791,CL,300000000.0,coinlancer
39445437.0,2683,1527573579,,TrakInvest,1750802.0,-0.6,-5.56,-38.16,0.0443854,563.549,792,TRAK,155294118.0,trakinvest
1914997.0,2513,1527573576,,GoldMint,1748090.0,0.75,-6.79,-34.15,0.912842,28376.0,793,MNTP,10000000.0,goldmint
4941600.0,2509,1527573575,,EtherSportz,1706972.0,-1.52,-1.8,-21.21,0.345429,10039.7,794,ESZ,6905580.0,ethersportz
32086595.0,450,1527573544,,TrustPlus,1701735.0,0.45,-9.86,-29.59,0.0530357,11490.0,795,TRUST,32086595.0,trustplus
197163564.0,1662,1527573557,500000000.0,Condensate,1660947.0,4.07,-1.61,-21.02,0.00842421,6720.24,796,RAIN,197163564.0,condensate
14566826.0,1676,1527573558,115000000.0,Creativecoin,1639234.0,0.75,-24.98,-4.05,0.112532,10837.3,797,CREA,14566826.0,creativecoin
9564121.0,31,1527573541,,Argentum,1615677.0,-0.16,-2.22,2.8,0.168931,1118.45,798,ARG,9564121.0,argentum
1498494.0,2179,1527573567,,Hat.Exchange,1604587.0,-0.33,-9.53,-28.11,1.0708,5131.5,799,HAT,7000000.0,hat-exchange
4948463.0,2636,1527573578,,BelugaPay,1590377.0,-33.25,11.84,26.22,0.321388,40412.1,800,BBI,60793471.0,belugapay
1391604.0,1699,1527573558,,Ethbits,1585064.0,-0.16,-13.01,-25.01,1.13902,1886.58,801,ETBS,1634691.0,ethbits
9845534.0,2729,1527573580,,TokenStars,1583359.0,-1.91,-2.9,-8.46,0.16082,83833.4,802,TEAM,17818682.0,tokenstars
15011587046.0,853,1527573547,,LiteDoge,1561745.0,-1.15,3.1,-11.45,0.000104036,2064.19,803,LDOGE,15011587046.0,litedoge
3002570.0,1578,1527573555,,Zero,1543273.0,-0.26,2.93,-26.19,0.513984,8564.23,804,ZER,3002570.0,zero
95718600.0,2002,1527573564,400000000.0,TrezarCoin,1531440.0,3.1,-2.26,-19.39,0.0159994,3222.66,805,TZC,107718600.0,trezarcoin
430625519.0,2185,1527573568,999481516.0,IntenseCoin,1473123.0,1.94,-3.99,-2.92,0.00342089,3934.53,806,ITNS,430625519.0,intensecoin
112194700.0,1156,1527573550,336000000.0,Yocoin,1462626.0,-0.96,1.11,-12.3,0.0130365,5663.45,807,YOC,171704700.0,yocoin
60123682.0,2025,1527573566,600000000.0,FLiK,1455246.0,35.79,42.94,9.21,0.0242042,1891.33,808,FLIK,80000000.0,flik
47787944999.0,965,1527573548,,The Cypherfunks,1440477.0,-0.88,-1.84,-7.84,3.01431e-05,802.954,809,FUNK,47787944999.0,the-cypherfunks
15188089.0,999,1527573548,23000000.0,ChainCoin,1440189.0,-2.72,0.91,-27.15,0.0948236,2790.28,810,CHC,17217786.0,chaincoin
2262814.0,2207,1527573569,,DigiPulse,1421201.0,-0.82,-56.46,-67.88,0.628068,3600.92,811,DGPT,5420576.0,digipulse
1990045.0,1008,1527573548,205000000.0,Capricoin,1395977.0,-0.84,-3.99,-11.0,0.70148,46320.6,812,CPC,200995023.0,capricoin
4551636.0,2664,1527573579,,CryCash,1358718.0,-0.72,-9.29,-37.38,0.298512,4563.57,813,CRC,7057137.0,crycash
26560636.0,2218,1527573569,,Magnet,1354831.0,2.16,-2.45,-20.68,0.051009,3211.16,814,MAG,26810636.0,magnet
23620214.0,1877,1527573561,,Rupaya,1343759.0,-0.3,-27.54,-46.44,0.0568902,14160.7,815,RUPX,23620214.0,rupaya
32099708.0,2590,1527573577,,HireMatch,1342901.0,-6.18,-10.24,-27.26,0.0418353,3755.69,816,HIRE,77780000.0,hirematch
7391314.0,2250,1527573569,,MagicCoin,1341760.0,-3.93,-1.26,-21.94,0.181532,3650.08,817,MAGE,11141314.0,magiccoin
76615188.0,2717,1527573580,,BoutsPro,1273191.0,-2.45,-4.32,-23.94,0.016618,33603.3,818,BOUTS,2000000000.0,boutspro
7773704.0,2122,1527573567,280000000.0,Ellaism,1239463.0,-0.17,-2.22,-25.89,0.159443,1916.38,819,ELLA,7773704.0,ellaism
19780674.0,654,1527573545,,DigitalPrice,1238868.0,-0.17,-4.02,-19.39,0.0626302,3581.54,820,DP,27280675.0,digitalprice
24738213.0,1724,1527573559,100000000.0,Linx,1237052.0,-0.1,-2.76,-21.12,0.0500057,6864.5,821,LINX,25738213.0,linx
4225879.0,2681,1527573580,,Origami,1236387.0,-2.9,-6.18,-39.46,0.292575,18370.4,822,ORI,5527379.0,origami
1290226.0,2386,1527573574,18900000.0,United Crypto Community,1224847.0,-4.72,-12.45,-30.02,0.949328,3451.67,823,UCOM,2375226.0,ucom
88183483.0,1830,1527573561,,SkinCoin,1213149.0,-0.27,-5.66,-15.46,0.0137571,7673.24,824,SKIN,388183483.0,skincoin
175583793.0,1793,1527573559,300000000.0,Bitdeal,1212051.0,3.44,3.59,-5.84,0.00690298,13235.7,825,BDL,219596262.0,bitdeal
120140384.0,2615,1527573577,,Blocklancer,1203518.0,-0.19,-14.3,-27.36,0.0100176,3942.47,826,LNC,152177339.0,blocklancer
25000000.0,2005,1527573563,,Obsidian,1198633.0,-0.19,-20.6,-36.83,0.0479453,35444.6,827,ODN,96276126.0,obsidian
7043263.0,2124,1527573567,,Qvolta,1198524.0,-0.06,0.26,-30.97,0.170166,3368.09,828,QVT,10096722.0,qvolta
205300250.0,2668,1527573579,,Earth Token,1188990.0,-1.46,-4.0,-46.25,0.00579147,69517.4,829,EARTH,750000000.0,earth-token
104680.0,2486,1527573575,,Speed Mining Service,1186706.0,-0.95,-5.21,-25.27,11.3365,1438.86,830,SMS,300000.0,speed-mining-service
2278150.0,334,1527573544,,UnbreakableCoin,1183583.0,-2.26,1.28,-19.34,0.519537,145040.0,831,UNB,2278150.0,unbreakablecoin
10693874.0,1686,1527573558,,EquiTrader,1182261.0,-0.55,-4.09,-28.99,0.110555,2569.29,832,EQT,11793874.0,equitrader
9499999.0,2542,1527573576,100000000.0,Tidex Token,1180128.0,-0.48,-3.13,-21.82,0.124224,12343.9,833,TDX,100000000.0,tidex-token
18897126.0,2127,1527573567,,eBitcoin,1177614.0,-0.61,-4.41,-20.17,0.0623171,3590.19,834,EBTC,21000000.0,ebtcnew
38409379.0,72,1527573580,,Deutsche eMark,1175988.0,-0.17,-5.86,-13.16,0.0306172,3035.66,835,DEM,45391355.0,deutsche-emark
118536994.0,2752,1527573581,,Datarius Credit,1175868.0,-2.82,-14.01,27.92,0.00991984,127310.0,836,DTRC,239992867.0,datarius-credit
3003406.0,1266,1527573552,5000000.0,MarteXcoin,1174079.0,-0.02,-13.57,-25.18,0.390916,708.496,837,MXT,3003406.0,martexcoin
20754409.0,2690,1527573579,,Biotron,1148906.0,0.6,0.05,-24.81,0.0553572,112893.0,838,BTRN,1000000000.0,biotron
68000000.0,1867,1527573561,,Centra,1143685.0,1.44,6.49,-11.91,0.0168189,8177.11,839,CTR,98272765.0,centra
1971770.0,1956,1527573563,,VIVO,1115576.0,-0.24,-12.93,-20.17,0.565774,9388.79,840,VIVO,2791770.0,vivo
26838529.0,2240,1527573569,,onG.social,1110286.0,-1.74,3.52,-8.75,0.0413691,5657.0,841,ONG,150000000.0,ongsocial
3313277.0,2160,1527573567,42000000.0,Innova,1099147.0,-0.16,-3.28,-16.1,0.33174,9394.8,842,INN,4063277.0,innova
75614500.0,990,1527573549,250000000.0,Bitzeny,1095314.0,-0.28,-9.34,-21.03,0.0144855,2434.5,843,ZNY,197510000.0,bitzeny
80531777238.0,1322,1527573557,,808Coin,1090191.0,-0.67,0.36,-17.29,1.35374e-05,6196.13,844,808,80531777238.0,808coin
5311565.0,2272,1527573570,,Soma,1089375.0,-0.28,-18.09,-52.15,0.205095,17335.9,845,SCT,14418075.0,soma
2150232.0,734,1527573546,,Bytecent,1071508.0,-1.56,-6.52,-6.98,0.498322,3364.68,846,BYC,2150232.0,bytecent
29157018.0,18,1527573541,48166000.0,Digitalcoin,1056105.0,-0.11,1.06,-26.54,0.0362213,1512.85,847,DGC,29157018.0,digitalcoin
24373456.0,2029,1527573565,,Wild Crypto,1050959.0,2.41,5.6,-3.05,0.043119,8928.12,848,WILD,100000000.0,wild-crypto
20991239.0,63,1527573542,,I0Coin,1049029.0,-0.16,13.33,41.35,0.0499746,558.511,849,I0C,20991239.0,i0coin
42.0,93,1527573542,,42-coin,1048223.0,-0.1,-8.36,-15.91,24957.7,772.143,850,42,42.0,42-coin
97415544.0,304,1527573555,,Canada eCoin,1046029.0,-0.16,-9.46,-29.62,0.0107378,649.403,851,CDN,97415544.0,canada-ecoin
7857768.0,1120,1527573550,,DraftCoin,1034593.0,0.57,8.03,-1.51,0.131665,12504.1,852,DFT,17857768.0,draftcoin
21435250.0,812,1527573546,,Machinecoin,1031147.0,-3.3,-16.21,-22.26,0.0481052,2242.22,853,MAC,21435250.0,machinecoin
14582493.0,2523,1527573575,,Tigereum,1027936.0,-0.53,7.42,-23.97,0.0704911,16123.6,854,TIG,19743794.0,tigereum
36325371.0,2489,1527573574,,BitWhite,1023667.0,-2.56,-6.07,-12.71,0.0281805,61436.9,855,BTW,60342895.0,bitwhite
106583240.0,1747,1527573559,1151920000.0,Onix,986381.0,4.67,1.62,-19.28,0.00925456,2054.75,856,ONX,111629916.0,onix
58815845.0,781,1527573546,,Unitus,983954.0,-0.16,-0.17,-20.44,0.0167294,1434.24,857,UIS,58815845.0,unitus
17967557939.0,2520,1527573576,,Jesus Coin,978463.0,-0.27,4.52,-55.81,5.44572e-05,736.061,858,JC,20325184344.0,jesus-coin
37147912.0,37,1527573542,42000000.0,Megacoin,959887.0,-0.24,-0.18,-16.49,0.0258396,5935.61,859,MEC,37147912.0,megacoin
4602101.0,1234,1527573551,,Fantasy Cash,956975.0,-0.16,-6.4,-24.66,0.207943,1506.86,860,FANS,4602101.0,fantasy-cash
103072543.0,2514,1527573575,,Shekel,933231.0,-0.44,-6.45,-14.14,0.00905412,1319.62,861,JEW,103072543.0,shekel
500087.0,2721,1527573580,,APR Coin,906848.0,5.86,-4.42,-43.67,1.81338,66077.7,862,APR,1565213.0,apr-coin
927377.0,1857,1527573561,,FundYourselfNow,906018.0,-0.82,-4.75,-27.72,0.976968,42101.7,863,FYN,12500000.0,fundyourselfnow
24532587.0,584,1527573545,,WeAreSatoshi,869732.0,-0.36,-1.87,-19.74,0.0354521,7862.62,864,WSX,24532587.0,wearesatoshi
912620.0,1254,1527573552,,PlatinumBAR,864752.0,-0.16,4.23,13.75,0.947548,1241.54,865,XPTX,912620.0,platinumbar
7088734.0,2420,1527573573,,Nitro,859105.0,-0.78,12.35,5.5,0.121193,118993.0,866,NOX,120000000.0,nitro
24793280.0,1434,1527573553,,Advanced Technology Coin,856144.0,-4.49,-23.56,-22.13,0.0345313,10531.9,867,ARC,24793280.0,arcticcoin
48043991.0,2180,1527573568,,bitJob,843302.0,-0.38,-0.01,-16.35,0.0175527,57871.5,868,STU,200000000.0,student-coin
14993397199.0,797,1527573546,,IncaKoin,836940.0,-0.88,-22.61,26.09,5.58206e-05,769.219,869,NKA,14995397199.0,incakoin
25960250000.0,799,1527573546,,SmileyCoin,835640.0,-30.44,-15.99,-16.15,3.21892e-05,816.146,870,SMLY,25960250000.0,smileycoin
697237.0,1985,1527573564,,Chronologic,823256.0,1.21,-28.09,-44.38,1.18074,108761.0,871,DAY,1005521.0,chronologic
63993275.0,260,1527573543,,PetroDollar,811755.0,0.56,0.63,-24.0,0.012685,1544.04,872,XPD,63993275.0,petrodollar
416403356.0,501,1527573545,,Cryptonite,800369.0,-10.15,-3.05,-17.96,0.0019221,1184.9,873,XCN,416403356.0,cryptonite
168098653.0,56,1527573543,,Zetacoin,795248.0,4.01,-2.5,-11.65,0.00473084,1148.81,874,ZET,168098653.0,zetacoin
2000000.0,1722,1527573559,,Legends Room,790382.0,-0.23,-10.74,-30.16,0.395191,13949.1,875,LGD,30000000.0,legends-room
700524.0,1999,1527573564,,Kolion,773610.0,-0.42,-4.03,-29.74,1.10433,2663.96,876,KLN,1000000.0,kolion
323644753.0,2479,1527573575,,Equal,772307.0,1.9,-4.85,-11.23,0.00238628,6377.37,877,EQL,797440902.0,equal
51893478.0,1946,1527573562,,Masternodecoin,757318.0,0.47,-13.77,-49.52,0.0145937,3524.73,878,MTNC,75824535.0,masternodecoin
98290611.0,1650,1527573557,,ProCurrency,756119.0,1.71,0.56,-11.18,0.00769269,3088.2,879,PROC,15005475406.0,procurrency
10000000.0,1739,1527573559,,Miners' Reward Token,755221.0,-1.28,-7.89,-40.47,0.0755221,4485.91,880,MRT,10000000.0,miners-reward-token
3449764496.0,275,1527573554,4999999999.0,PopularCoin,737529.0,-0.16,-26.52,-40.36,0.000213791,1116.15,881,POP,3449764496.0,popularcoin
1255799116.0,2123,1527573567,,Vulcano,730801.0,-0.17,-5.15,-25.99,0.000581941,6254.08,882,VULC,1324687671.0,vulcano
3616207.0,2261,1527573570,42000000.0,SagaCoin,714548.0,-0.12,-2.22,-35.55,0.197596,5675.75,883,SAGA,5716207.0,sagacoin
43662107.0,1136,1527573549,84000000.0,Adzcoin,710173.0,-0.29,-6.24,0.27,0.0162652,4058.93,884,ADZ,43662107.0,adzcoin
1643362775.0,1745,1527573560,,Dinastycoin,703036.0,-0.16,-14.65,-28.16,0.000427803,1718.2,885,DCY,1643362775.0,dinastycoin
10217597.0,1683,1527573559,,RouletteToken,699739.0,-0.02,-0.71,40.17,0.0684837,18752.4,886,RLT,10218320.0,roulettetoken
7706898.0,2172,1527573568,,Emphy,697832.0,-0.82,-7.29,-26.36,0.0905464,5294.07,887,EPY,15375000.0,emphy
20142350.0,1678,1527573558,30000000.0,InsaneCoin,696029.0,8.68,30.27,-8.43,0.0345555,1614.41,888,INSN,20392350.0,insanecoin-insn
77663826.0,1546,1527573555,250000000.0,Centurion,692134.0,-11.49,-26.83,86.08,0.00891192,13430.1,889,CNT,82663826.0,centurion
46500000.0,1959,1527573563,,Oceanlab,684740.0,-0.52,-7.14,-27.12,0.0147256,3206.87,890,OCL,50000000.0,oceanlab
3016486.0,959,1527573548,,UniCoin,672782.0,-9.5,-8.26,-15.54,0.223035,930.777,891,UNIC,3016486.0,unicoin
5022242.0,945,1527573547,10000000.0,Bata,660279.0,-1.59,-8.69,-30.65,0.131471,1026.09,892,BTA,5022242.0,bata
1310942755.0,960,1527573548,10000000000.0,FujiCoin,653927.0,-0.14,-8.75,-24.79,0.000498822,815.781,893,FJC,1310942755.0,fujicoin
10490000.0,1690,1527573559,,MCAP,643446.0,-0.88,-6.42,-28.67,0.061339,23871.7,894,MCAP,100000000.0,mcap
90000000.0,2147,1527573567,,ELTCOIN,633624.0,-0.31,-11.85,-39.81,0.00704027,6523.78,895,ELTCOIN,100000000.0,eltcoin
111764748.0,2193,1527573568,500000000.0,Aerium,633398.0,-0.25,-11.14,-7.05,0.00566724,7554.25,896,AERM,163908122.0,aerium
11208967.0,1249,1527573552,,Elcoin,623510.0,-0.04,13.6,3.58,0.055626,1368.18,897,EL,20935289.0,elcoin-el
45079785.0,389,1527573544,,Startcoin,608054.0,-0.15,-9.82,0.87,0.0134884,1158.56,898,START,70782220.0,startcoin
17860831.0,1736,1527573560,19276800.0,Unify,601038.0,-0.16,-5.68,-8.44,0.0336512,526.99,899,UNIFY,17860831.0,unify
7626143.0,1141,1527573550,,Moin,599711.0,-0.16,2.96,-33.61,0.0786388,745.321,900,MOIN,7626143.0,moin
83444258.0,2056,1527573565,7531907537.0,PiplCoin,588168.0,-0.73,-12.84,-21.18,0.00704863,772.834,901,PIPL,7489958537.0,piplcoin
3530373.0,2508,1527573575,,DRP Utility,584743.0,-0.76,4.03,-25.33,0.165632,19091.8,902,DRPU,3530373.0,drp-utility
14447762.0,1628,1527573557,100000000.0,Happycoin,561713.0,-4.48,-5.59,-24.07,0.0388789,10303.6,903,HPC,14447762.0,happycoin
44790092020.0,1504,1527573554,,InflationCoin,558577.0,-0.91,-21.28,-33.36,1.2471e-05,1755.14,904,IFLT,44790092020.0,inflationcoin
98970428.0,2051,1527573565,,Authorship,556457.0,-1.31,-5.53,-26.74,0.00562246,2819.83,905,ATS,100000000.0,authorship
1894125.0,2460,1527573574,52500000.0,Qbic,553774.0,0.02,-8.01,-30.75,0.292364,5196.69,906,QBIC,2636017.0,qbic
156913424.0,32,1527573541,165888000.0,Fastcoin,547355.0,-0.18,-12.85,-32.67,0.00348826,795.101,907,FST,156913424.0,fastcoin
2750877.0,2351,1527573571,,Numus,545249.0,-4.57,-3.73,-29.8,0.198209,4481.53,908,NMS,2750877.0,numus
214512328.0,312,1527573544,500000000.0,Guncoin,534481.0,-0.16,-4.85,-16.7,0.00249161,723.184,909,GUN,214512328.0,guncoin
189137326.0,468,1527573546,,Truckcoin,525115.0,-0.16,-8.27,-42.61,0.00277637,512.752,910,TRK,189137326.0,truckcoin
6823701.0,1787,1527573561,,Jetcoin,512279.0,4.8,-4.64,-36.42,0.0750735,13500.7,911,JET,80000000.0,jetcoin
10757373.0,2651,1527573579,,GreenMed,505432.0,-0.16,2.46,-40.62,0.0469847,878.315,912,GRMD,14899993.0,greenmed
66684163.0,35,1527573541,,Phoenixcoin,498453.0,-0.16,-1.23,-2.52,0.00747484,626.249,913,PXC,66684163.0,phoenixcoin
221989.0,1933,1527573563,,Suretly,494882.0,-0.35,-6.36,-31.29,2.22931,3669.73,914,SUR,237614.0,suretly
85721472.0,2415,1527573574,,ArbitrageCT,487267.0,6.09,-4.78,-12.02,0.0056843,4374.79,915,ARCT,151795472.0,arbitragect
9799899.0,2103,1527573566,,Intelligent Trading Foundation,480357.0,0.04,-34.84,-8.14,0.0490165,4042.62,916,ITT,11500000.0,intelligent-trading-foundation
2975893.0,1673,1527573557,,Minereum,476655.0,3.29,-6.82,-35.8,0.160172,1763.02,917,MNE,2975893.0,minereum
813185961.0,2648,1527573579,,Bitsum,463118.0,-3.22,-18.14,-49.12,0.000569511,5310.96,918,BSM,1844674407.0,bitsum
3500000.0,2196,1527573568,,Sugar Exchange,459449.0,-0.62,-9.99,-28.88,0.131271,26966.2,919,SGR,80000000.0,sugar-exchange
7060697.0,1526,1527573555,,Zilbercoin,453574.0,-7.3,19.83,45.27,0.0642393,6504.35,920,ZBC,9174133.0,zilbercoin
1259816434.0,719,1527573546,,TittieCoin,448425.0,3.23,18.77,-14.32,0.000355945,955.278,921,TTC,1259816434.0,tittiecoin
26114890.0,1334,1527573552,,Elementrem,446181.0,-0.16,-13.01,-22.31,0.0170853,2978.67,922,ELE,26114890.0,elementrem
6296584.0,1915,1527573563,,AdCoin,445420.0,-0.81,43.99,19.89,0.0707399,19646.1,923,ACC,71289067.0,adcoin
382423.0,2225,1527573569,,Accelerator Network,442406.0,-0.51,-11.46,-37.54,1.15685,849.942,924,ACC,519767.0,accelerator-network
51.0,625,1527573545,,bitBTC,436344.0,-1.62,2.65,-8.9,8504.15,1109.79,925,BITBTC,51.0,bitbtc
12385840.0,1465,1527573554,,Veros,431168.0,-1.59,-5.41,-43.87,0.0348114,12950.4,926,VRS,100000000.0,veros
6431537.0,1754,1527573560,,Bitradio,426997.0,30.94,-34.06,-52.07,0.0663912,677.536,927,BRO,11431541.0,bitradio
3562111.0,1510,1527573555,70000000.0,CryptoCarbon,426004.0,-0.08,-3.28,-21.81,0.119593,36096.9,928,CCRB,70000000.0,cryptocarbon
6263044.0,1869,1527573560,,Mao Zedong,402165.0,-0.18,6.91,-10.41,0.0642124,523.603,929,MAO,6263044.0,mao-zedong
14100000.0,2048,1527573565,,Ethereum Cash,399498.0,-0.16,-12.52,-22.93,0.0283332,846.785,930,ECASH,15000000.0,ethereumcash
537505773562.0,1106,1527573549,,StrongHands,395331.0,-0.25,0.96,-13.91,7.355e-07,109670.0,931,SHND,18984246847200.0,stronghands
73178771.0,1964,1527573564,,DROXNE,390714.0,-0.16,-2.86,-24.43,0.00533917,945.28,932,DRXNE,93745992.0,droxne
381139.0,2583,1527573578,,Octoin Coin,380854.0,-1.17,-4.67,-16.83,0.999253,852420.0,933,OCC,763269.0,octoin-coin
5909904.0,545,1527573545,,Halcyon,368130.0,-3.59,-0.37,-13.63,0.0622903,2491.65,934,HAL,5909904.0,halcyon
10499996.0,1210,1527573550,,Cabbage,367761.0,-0.16,0.67,-1.33,0.0350249,4358.99,935,CAB,10499996.0,cabbage
1453077.0,331,1527573544,4000000.0,Litecoin Plus,362050.0,-0.18,-4.2,-25.95,0.249161,3297.22,936,LCP,1453077.0,litecoin-plus
743431.0,1763,1527573559,3000000.0,BriaCoin,356698.0,-0.02,1.96,-11.64,0.4798,1551.03,937,BRIA,743431.0,briacoin
2154500.0,2338,1527573572,3100000.0,Escroco,341723.0,-0.16,-13.34,-34.91,0.158609,12954.3,938,ESC,3100000.0,escoro
3569267.0,2640,1527573579,,WCOIN,319296.0,-0.78,18.6,-37.27,0.0894571,11060.9,939,WIN,56642699.0,wawllet
481284.0,1651,1527573558,,SpeedCash,319292.0,4.52,-0.1,-16.84,0.663417,4147.58,940,SCS,494084.0,speedcash
90421856.0,1524,1527573555,,Tattoocoin (Standard Edition),315415.0,-0.16,,,0.00348826,964.543,941,TSE,90421856.0,tattoocoin
700000000.0,2285,1527573570,,Bitair,314564.0,-0.39,38.28,17.86,0.000449377,7877.12,942,BTCA,1000000000.0,bitair
80938013.0,1687,1527573558,131250000.0,Digital Money Bits,305380.0,-7.17,-28.07,-12.12,0.00377301,2579.77,943,DMB,90938013.0,digital-money-bits
608557394.0,415,1527573545,,BlazeCoin,303264.0,-0.18,-14.21,-31.7,0.000498333,620.203,944,BLZ,608557394.0,blazecoin
1414054562.0,325,1527573544,,TEKcoin,301995.0,-0.16,-2.13,6.61,0.000213567,4428.08,945,TEK,1414054562.0,tekcoin
9084368.0,1643,1527573558,,WavesGo,296741.0,32.28,35.38,-18.48,0.032665,7083.7,946,WGO,9084372.0,wavesgo
24631304.0,2205,1527573568,,Phantomx,288772.0,-0.19,80.13,-5.73,0.0117238,1162.89,947,PNX,24631304.0,phantomx
144247350.0,2168,1527573568,,Grimcoin,283411.0,-4.99,4.11,-53.88,0.00196476,1366.71,948,GRIM,158414088.0,grimcoin
189.0,778,1527573546,,bitGold,280987.0,-1.69,-0.54,0.5,1482.9,516.656,949,BITGOLD,189.0,bitgold
5173973.0,2032,1527573564,10000000.0,Crystal Clear ,274380.0,-0.78,-3.25,-18.52,0.0530308,968.754,950,CCT,6924060.0,crystal-clear
55195800.0,1066,1527573550,182000000.0,Pakcoin,268010.0,-0.1,-11.81,-26.29,0.00485563,1261.96,951,PAK,55195800.0,pakcoin
31207528.0,1522,1527573554,,FirstCoin,264399.0,-0.38,-8.4,-48.62,0.00847229,1035.57,952,FRST,110000000.0,firstcoin
520891780.0,1797,1527573559,,DaxxCoin,259572.0,-12.66,-3.68,-27.67,0.000498322,1737.4,953,DAXX,545891780.0,daxxcoin
20550001.0,2093,1527573566,,Bitcoin Red,256378.0,0.39,-2.64,-28.59,0.0124758,503.785,954,BTCRED,21000000.0,bitcoin-red
39928144.0,2152,1527573567,,CarTaxi Token,251623.0,-0.73,-9.74,-25.14,0.00630189,7285.55,955,CTX,59928144.0,cartaxi-token
9677751.0,2475,1527573574,69000000.0,Garlicoin,248398.0,1.44,-7.52,-0.55,0.0256669,2218.63,956,GRLC,9850152.0,garlicoin
142772093.0,2355,1527573572,2000000000.0,OP Coin,243795.0,-0.16,-12.03,-59.6,0.00170758,104594.0,957,OPC,751788879.0,op-coin
19642673.0,360,1527573544,,Motocoin,239576.0,0.84,-24.73,-17.81,0.0121967,2452.68,958,MOTO,32173303.0,motocoin
14416875.0,644,1527573545,,GlobalBoost-Y,234927.0,-1.01,0.62,-5.84,0.0162953,790.609,959,BSTY,14416875.0,globalboost-y
114423294.0,2263,1527573570,,Kubera Coin,231362.0,1.03,-1.32,-24.61,0.00202198,30625.5,960,KBR,1162102077.0,kubera-coin
43673073.0,1019,1527573548,,Manna,223835.0,-0.16,8.74,-13.8,0.00512525,1766.2,961,MANNA,10043673073.0,manna
2560000000.0,1307,1527573551,,ReeCoin,217250.0,0.32,-0.69,-30.86,8.48631e-05,3259.96,962,REE,6650666335.0,reecoin
1011644.0,2264,1527573570,,Tokugawa,216918.0,-1.44,-4.12,-5.82,0.214421,2876.69,963,TOK,1021644.0,tokugawa
15868233.0,1218,1527573551,,PostCoin,216673.0,1.61,2.01,-25.86,0.0136545,1152.82,964,POST,15868233.0,postcoin
2007615.0,2169,1527573567,,Zlancer,208949.0,-0.18,-15.32,-9.8,0.104078,1752.96,965,ZCG,2500000.0,zcash-gold
41737500.0,1610,1527573557,58800000.0,Scorecoin,207987.0,-5.55,8.63,67.13,0.00498322,3849.76,966,SCORE,41737500.0,scorecoin
157625875.0,1193,1527573550,,C-Bit,202986.0,2.85,-0.58,-13.91,0.00128777,594.102,967,XCT,157625875.0,c-bit
406568581.0,1306,1527573551,,Cryptojacks,202602.0,-0.16,-2.13,-28.26,0.000498322,1829.16,968,CJ,406568581.0,cryptojacks
12000000.0,2074,1527573566,,Ethereum Gold,195522.0,-0.29,-3.81,-34.56,0.0162935,1959.69,969,ETG,24000000.0,ethereum-gold
11283209.0,747,1527573546,2500000000.0,Bitcoin Fast,194384.0,-1.39,-5.26,-27.35,0.0172277,580.389,970,BCF,14507740.0,bitcoinfast
5172323624.0,2186,1527573568,,PlusCoin,189500.0,0.59,-10.51,-71.0,3.66373e-05,6803.88,971,PLC,28272323623.0,pluscoin
